0.175644, 0.0033122, 0.000567592 
0.17547, 0.00307202, 0.000776283 
0.175766, 0.00340217, 0.00070351 
0.175756, 0.00339408, 0.000582291 
0.175564, 0.00326006, 0.000611503 
0.175842, 0.00454448, 0.000605633 
0.175497, 0.00360059, 0.000620218 
0.175737, 0.0032817, 0.000627752 
0.175434, 0.0034428, 0.000675258 
0.175739, 0.00329873, 0.000603069 
0.175537, 0.00333698, 0.000591685 
0.17554, 0.00352413, 0.000702159 
0.175948, 0.00305686, 0.000601775 
0.176589, 0.00520378, 0.000658059 
0.175761, 0.0031825, 0.000597814 
0.175368, 0.00528373, 0.000928976 
0.175404, 0.00524967, 0.00058865 
0.175466, 0.00321146, 0.000596276 
0.175575, 0.00333, 0.000595123 
0.175359, 0.0037188, 0.00062133 
