0.175391, 0.011138, 0.00222109 
0.175217, 0.0099353, 0.00222445 
0.17527, 0.0108254, 0.00224915 
0.175719, 0.00731064, 0.00221953 
0.175714, 0.00752412, 0.00223727 
0.175319, 0.00899834, 0.00224081 
0.175307, 0.0081214, 0.00223108 
0.175372, 0.00753317, 0.00226241 
0.175417, 0.0105237, 0.00222941 
0.175075, 0.0108267, 0.00222808 
0.175191, 0.0076005, 0.00223767 
0.175162, 0.0116444, 0.0022299 
0.17523, 0.00741295, 0.00223205 
0.175412, 0.0107527, 0.00220975 
0.175361, 0.0104101, 0.00220895 
0.175232, 0.00750302, 0.00222264 
0.175118, 0.0105912, 0.00222143 
0.175383, 0.0102624, 0.00220987 
0.175238, 0.00747612, 0.00223351 
0.175224, 0.0109843, 0.00222821 
