0.175631, 0.00559276, 0.00218674 
0.17633, 0.00592345, 0.00215968 
0.175883, 0.0059763, 0.00215024 
0.176256, 0.00190318, 0.00214572 
0.175609, 0.00290926, 0.00222772 
0.176794, 0.00458724, 0.00217034 
0.175673, 0.0018599, 0.00221961 
0.175624, 0.00212648, 0.00214993 
0.176695, 0.00230415, 0.00224014 
0.175501, 0.00191404, 0.00220029 
0.175958, 0.00205388, 0.00215054 
0.175565, 0.00389435, 0.00217371 
0.175531, 0.00184466, 0.0021889 
0.17555, 0.00225116, 0.00225838 
0.175686, 0.00220534, 0.00219488 
0.175957, 0.0048437, 0.00220051 
0.175537, 0.00221296, 0.00222208 
0.17565, 0.00190692, 0.00220579 
0.177094, 0.0021456, 0.00215681 
0.176011, 0.0021935, 0.00219331 
