0.175457, 0.00204592, 0.00227788 
0.175867, 0.00376175, 0.00216239 
0.176418, 0.00166706, 0.00220219 
0.175759, 0.00185485, 0.00224091 
0.217071, 0.00319303, 0.00246341 
0.175946, 0.00543787, 0.00217847 
0.176122, 0.00168283, 0.00235443 
0.176855, 0.0018141, 0.00214662 
0.176137, 0.00314704, 0.00219927 
0.178659, 0.00157839, 0.00222364 
0.176003, 0.00543953, 0.00219163 
0.176257, 0.00209532, 0.00219979 
0.176178, 0.00187036, 0.00220662 
0.187584, 0.00137601, 0.00220017 
0.216832, 0.00126798, 0.00239257 
0.17575, 0.00154102, 0.00219308 
0.176433, 0.00152219, 0.00214643 
0.177687, 0.00152191, 0.00217116 
0.175841, 0.00266171, 0.002138 
0.175743, 0.00167544, 0.00222325 
