0.205103, 0.00130192, 0.00237198 
0.221484, 0.00146176, 0.00266422 
0.21636, 0.0014048, 0.00258707 
0.216712, 0.000666224, 0.00222975 
0.227448, 0.000709217, 0.00227992 
0.215399, 0.00107618, 0.00224147 
0.176469, 0.00140031, 0.00219118 
0.229439, 0.000686131, 0.00228321 
0.228003, 0.00172558, 0.00228604 
0.175802, 0.000682093, 0.00214569 
0.339598, 0.00128197, 0.00266317 
0.176122, 0.00113225, 0.00215173 
0.175912, 0.000908235, 0.00218217 
0.176586, 0.00127994, 0.00216933 
0.176711, 0.00071057, 0.00220803 
0.176256, 0.000719014, 0.00217987 
0.175998, 0.000774301, 0.00219127 
0.17581, 0.000686887, 0.00220609 
0.176258, 0.000690493, 0.00223625 
0.175939, 0.00130366, 0.00223967 
