1.73852:3.1416827600 0.648705:3.1416062800 6.07942:3.1415926536
1.80746:3.1416827600 0.684393:3.1416062800 5.91954:3.1415926536
1.73917:3.1416827600 0.648696:3.1416062800 6.35501:3.1415926536
1.73935:3.1412037200 0.64861:3.1416062800 6.45769:3.1415926536
1.73924:3.1416827600 0.648656:3.1416062800 6.61881:3.1415926536
1.73942:3.1416827600 0.648692:3.1416062800 6.65111:3.1415926536
1.82092:3.1416827600 0.684313:3.1416062800 6.47001:3.1415926536
1.73933:3.1416827600 0.648828:3.1416062800 6.76042:3.1415926536
1.80932:3.1416827600 0.684562:3.1416062800 6.68832:3.1415926536
1.81202:3.1416827600 0.684505:3.1416062800 6.81184:3.1415926536
1.80646:3.1416827600 0.684115:3.1416062800 6.86067:3.1415926536
1.80726:3.1416827600 0.684796:3.1416062800 6.82845:3.1415926536
1.81078:3.1416827600 0.685096:3.1416062800 6.83956:3.1415926536
1.81273:3.1416827600 0.684949:3.1416062800 6.96901:3.1415926536
1.8194:3.1416827600 0.684368:3.1416062800 7.16561:3.1415926536
1.80928:3.1416827600 0.68469:3.1416062800 7.19638:3.1415926536
1.82028:3.1416827600 0.685071:3.1416062800 7.34579:3.1415926536
1.7385:3.1416827600 0.64855:3.1416062800 7.75097:3.1415926536
1.81927:3.1416827600 0.683664:3.1416062800 8.09781:3.1415926536
1.81049:3.1416827600 0.680775:3.1416062800 10.6623:3.1415926536
