0.00021484:3.1288000000 0.00189719:3.1520000000 3.26794e-05:3.1415936278
0.000298534:3.1288000000 0.00605017:3.1520000000 3.49236e-05:3.1415936278
0.000214389:3.1428000000 0.0020513:3.1516000000 3.1447e-05:3.1415936278
0.000307763:3.1428000000 0.00203917:3.1516000000 4.41908e-05:3.1415936278
0.000207035:3.1192000000 0.00189395:3.1528000000 4.1946e-05:3.1415936278
0.000291017:3.1192000000 0.00224616:3.1528000000 3.81604e-05:3.1415936278
0.000215692:3.1260000000 0.001767:3.1516000000 3.27696e-05:3.1415936278
0.00027963:3.1260000000 0.00242172:3.1516000000 4.37698e-05:3.1415936278
0.000210102:3.1312000000 0.00175582:3.1528000000 3.38916e-05:3.1415936278
0.000266317:3.1312000000 0.00222408:3.1528000000 7.14808e-05:3.1415936278
0.000213357:3.1252000000 0.00174112:3.1528000000 3.98323e-05:3.1415936278
0.00031342:3.1252000000 0.00196183:3.1528000000 3.87906e-05:3.1415936278
0.000204602:3.1588000000 0.00167356:3.1304000000 3.36412e-05:3.1415936278
0.000271145:3.1588000000 0.00191513:3.1304000000 6.56998e-05:3.1415936278
0.000209581:3.1548000000 0.00175071:3.1304000000 4.86084e-05:3.1415936278
0.000286762:3.1548000000 0.00204236:3.1304000000 3.71978e-05:3.1415936278
0.000197889:3.1360000000 0.00181246:3.1304000000 3.86101e-05:3.1415936278
0.000272227:3.1360000000 0.00219186:3.1304000000 4.0554e-05:3.1415936278
0.000301917:3.1428000000 0.00188148:3.1296000000 3.0355e-05:3.1415936278
0.000277373:3.1428000000 0.00203888:3.1296000000 3.88518e-05:3.1415936278
