6.01091e-05:3.0680000000 0.00176832:3.1440000000 3.0295e-05:3.1416234568
7.56302e-05:3.0680000000 0.00226003:3.1440000000 3.84012e-05:3.1416234568
4.86684e-05:3.0720000000 0.00172918:3.1440000000 3.14872e-05:3.1416234568
7.76115e-05:3.0720000000 0.00243505:3.1440000000 3.58554e-05:3.1416234568
4.46812e-05:3.0280000000 0.00182358:3.1400000000 3.36211e-05:3.1416234568
7.63393e-05:3.0280000000 0.00214927:3.1400000000 3.95622e-05:3.1416234568
4.97904e-05:3.0640000000 0.00176769:3.1800000000 3.62659e-05:3.1416234568
6.46779e-05:3.0640000000 0.00200844:3.1800000000 4.26577e-05:3.1416234568
9.28888e-05:3.1800000000 0.00194539:3.1760000000 3.70674e-05:3.1416234568
7.59482e-05:3.1800000000 0.00235258:3.1760000000 4.40602e-05:3.1416234568
8.25531e-05:3.1400000000 0.00216102:3.1760000000 3.80906e-05:3.1416234568
5.05217e-05:3.1400000000 0.00176265:3.1760000000 3.2509e-05:3.1416234568
6.56191e-05:3.1600000000 0.00201297:3.1800000000 3.39216e-05:3.1416234568
7.24519e-05:3.1600000000 0.00201762:3.1800000000 4.35693e-05:3.1416234568
6.46074e-05:3.1120000000 0.001848:3.1880000000 3.28597e-05:3.1416234568
7.10395e-05:3.1120000000 0.00209776:3.1880000000 4.07343e-05:3.1416234568
7.33632e-05:3.1560000000 0.00180109:3.1880000000 3.36411e-05:3.1416234568
7.25323e-05:3.1560000000 0.00190258:3.1880000000 3.90212e-05:3.1416234568
7.3243e-05:3.1960000000 0.00189827:3.1840000000 3.79389e-05:3.1416234568
7.88034e-05:3.1960000000 0.00231251:3.1840000000 4.18061e-05:3.1416234568
