0.576604,0.026748,0.026373,0.080670,0.202893,0.067251,0.028270
0.569330,0.027256,0.025615,0.080710,0.206210,0.067263,0.027724
0.581696,0.027286,0.022729,0.080646,0.250470,0.067177,0.034591
0.563280,0.026707,0.021878,0.080979,0.232522,0.067336,0.456528
0.584343,0.032774,0.020211,0.080863,0.202095,0.067493,0.034031
0.617605,0.028106,0.024773,0.080751,0.265065,0.067237,0.066229
0.563738,0.030470,0.022992,0.080751,0.197178,0.067291,0.028114
0.612497,0.027857,0.021717,0.080710,0.264610,0.067225,0.034467
0.569711,0.026302,0.022460,0.080995,0.247144,0.067458,0.526818
0.560922,0.027592,0.026556,0.080799,0.201225,0.067267,0.028046
0.604275,0.026603,0.025988,0.080891,0.263275,0.067237,0.034095
0.562783,0.027649,0.022217,0.081319,0.235768,0.067505,1.726303
0.573787,0.030419,0.025136,0.080714,0.203015,0.067314,0.092618
0.591062,0.026597,0.024931,0.080795,0.267505,0.067299,0.033699
0.582870,0.026744,0.022419,0.081018,0.233973,0.067462,0.545413
0.595471,0.027074,0.024525,0.080792,0.265273,0.067181,0.029857
0.579591,0.029315,0.025706,0.080933,0.209910,0.067330,0.032366
0.565839,0.026256,0.021939,0.080963,0.233757,0.067491,0.501803
0.579576,0.027672,0.021670,0.080668,0.252415,0.067231,0.029209
0.580633,0.027388,0.022420,0.080974,0.237673,0.067531,0.551337
