0.559165,0.025386,0.023692,0.120641,0.220145,0.075323,0.021366
0.611145,0.026463,0.024380,0.121333,0.242647,0.075128,0.153497
0.652150,0.026396,0.025961,0.041410,0.244882,0.022894,0.201492
0.593527,0.026795,0.022140,0.041415,0.247957,0.022826,0.021634
0.563021,0.025284,0.024315,0.119733,0.210949,0.075119,0.048943
0.590910,0.026620,0.025408,0.121781,0.237672,0.075059,0.033069
0.577102,0.026611,0.025126,0.041424,0.242711,0.022843,0.022169
0.562737,0.025777,0.023774,0.119746,0.206111,0.075019,0.085739
0.614494,0.026544,0.024578,0.121947,0.244028,0.075075,0.052536
0.576522,0.026512,0.023375,0.041398,0.243152,0.022841,0.023108
0.583297,0.027060,0.024809,0.121993,0.240416,0.075139,0.046977
0.580529,0.026690,0.026579,0.041403,0.241274,0.022839,0.022154
0.570807,0.025586,0.024282,0.119708,0.231146,0.075149,0.028755
0.608325,0.027106,0.024891,0.121838,0.261174,0.075173,0.050941
0.585157,0.026791,0.023581,0.041403,0.247715,0.022839,0.080735
0.560976,0.025264,0.023923,0.119796,0.205896,0.075004,0.080829
0.585506,0.027289,0.025185,0.122031,0.261909,0.075182,0.055306
0.579865,0.026964,0.025913,0.041509,0.247646,0.022840,0.021704
0.613677,0.029203,0.026206,0.121874,0.256326,0.075153,0.051931
0.640049,0.025803,0.021901,0.121890,0.253834,0.075085,0.073742
