0.579051,0.030954,0.026906,0.208929,0.244719,0.032988,0.028292
0.600192,0.026210,0.027342,0.208900,0.245198,0.032975,0.022783
0.561569,0.025477,0.024694,0.612100,0.210366,0.107980,0.074608
0.625280,0.026827,0.023764,0.614529,0.255286,0.108044,0.030323
0.583232,0.026953,0.027507,0.208933,0.242775,0.032975,0.021453
0.574236,0.025683,0.023798,0.612081,0.212767,0.108060,0.081811
0.595520,0.027269,0.025684,0.614687,0.276064,0.108319,0.029129
0.586976,0.026302,0.027017,0.208907,0.249182,0.032975,0.022182
0.592235,0.025498,0.023974,0.612068,0.212224,0.107938,0.115360
0.592344,0.026713,0.025823,0.614788,0.269385,0.107920,0.029403
0.582465,0.026844,0.025940,0.208883,0.250092,0.033245,0.021799
0.593239,0.025356,0.025226,0.612075,0.212111,0.108132,0.029355
0.585758,0.027180,0.024796,0.614767,0.259310,0.108101,0.086483
0.580964,0.026540,0.027780,0.208907,0.231347,0.032987,0.021264
0.562997,0.025682,0.023981,0.612087,0.210641,0.107998,0.029594
0.587155,0.026799,0.025007,0.614475,0.254963,0.107984,0.057962
0.582220,0.026495,0.026376,0.208902,0.242702,0.032984,0.022287
0.592195,0.025396,0.024738,0.612095,0.217964,0.108088,0.029278
0.587545,0.026589,0.024847,0.614654,0.256089,0.108075,0.056989
0.567486,0.026064,0.023954,0.612083,0.209450,0.108063,0.021553
