0.591062,0.028223,0.024202,0.075520,0.267527,0.066152,0.055945
0.591367,0.026034,0.025721,0.075531,0.321113,0.066122,0.028759
0.567704,0.028695,0.023767,0.075588,0.182311,0.066147,0.622205
0.631845,0.026381,0.024192,0.021585,0.237048,0.019247,0.694482
0.624627,0.026225,0.023883,0.075559,0.246901,0.066135,0.028712
0.569669,0.028246,0.025139,0.075550,0.196755,0.066166,0.704732
0.570740,0.026163,0.020809,0.075605,0.231518,0.066310,1.154592
0.580538,0.027213,0.026576,0.075604,0.256998,0.066125,0.035798
0.573108,0.027820,0.025690,0.075522,0.194350,0.066144,0.718632
0.581878,0.028453,0.020418,0.075828,0.200910,0.066178,1.134888
0.586928,0.029082,0.026578,0.075520,0.263503,0.066121,0.034982
0.592863,0.027395,0.021885,0.075487,0.260789,0.066136,0.027097
0.566741,0.027925,0.020261,0.075457,0.204559,0.066159,0.783357
0.570708,0.026985,0.020699,0.075606,0.235897,0.066368,0.868835
0.596994,0.026561,0.026562,0.075524,0.259284,0.066122,0.028319
0.573409,0.030408,0.021468,0.075495,0.195607,0.066181,0.646552
0.573285,0.029298,0.023042,0.075778,0.228391,0.066201,0.998466
0.588390,0.027104,0.022166,0.075488,0.261042,0.066158,0.029734
0.569811,0.027911,0.025359,0.075529,0.198302,0.066401,0.755096
0.562556,0.026521,0.022565,0.075598,0.235404,0.066274,1.355820
