0.580545,0.032040,0.023588,0.021219,0.235256,0.020068,0.023971
0.581080,0.029959,0.022528,0.021290,0.245660,0.020242,0.025298
0.585595,0.027152,0.022610,0.095023,0.235460,0.074897,0.029826
0.598771,0.027846,0.025191,0.094500,0.265567,0.075070,0.033833
0.583168,0.027908,0.022383,0.021238,0.247131,0.020059,0.024150
0.567210,0.026307,0.021949,0.094968,0.243879,0.074954,0.032589
0.583278,0.027899,0.021963,0.094371,0.273908,0.074818,0.062079
0.604778,0.028539,0.022191,0.021224,0.246713,0.020063,0.023980
0.568628,0.027597,0.022116,0.094806,0.238547,0.074872,0.031210
0.582240,0.028802,0.022008,0.094432,0.346595,0.074768,0.055809
0.587488,0.030199,0.022389,0.021234,0.250285,0.020049,0.023949
0.561701,0.028599,0.022163,0.094921,0.238204,0.074941,0.030490
0.589226,0.028123,0.022158,0.094425,0.269284,0.074822,0.035866
0.576554,0.026167,0.023525,0.021219,0.245585,0.020050,0.023189
0.606739,0.026048,0.021907,0.094364,0.275052,0.074834,0.062869
0.584308,0.026804,0.022485,0.021221,0.242189,0.020041,0.024645
0.564356,0.025339,0.022527,0.094836,0.238866,0.074946,0.029430
0.583752,0.026278,0.022448,0.094432,0.255446,0.074801,0.034307
0.567451,0.025302,0.022159,0.094680,0.239425,0.074916,0.022301
0.592890,0.026698,0.022513,0.094373,0.273881,0.074842,0.048869
