1.60292e-07, 0.0017427, 1.62295e-06 
1.60292e-07, 0.00117594, 1.87341e-06 
6.01095e-08, 0.00104197, 1.62296e-06 
2.00367e-07, 0.0011144, 2.46451e-06 
1.30237e-07, 0.00102159, 1.55283e-06 
4.10748e-07, 0.00113731, 1.98361e-06 
1.50273e-07, 0.000936173, 2.24408e-06 
6.01095e-08, 0.00118731, 2.46449e-06 
6.01115e-08, 0.000885463, 2.1039e-06 
3.70673e-07, 0.00129464, 3.1958e-06 
5.91072e-07, 0.0015012, 2.14389e-06 
2.20401e-07, 0.0019076, 1.82332e-06 
2.10383e-07, 0.00298184, 1.82332e-06 
1.40256e-07, 0.000951705, 1.82332e-06 
1.50273e-07, 0.00118312, 1.71311e-06 
1.7031e-07, 0.000894559, 2.33425e-06 
1.50273e-07, 0.00245756, 2.22405e-06 
3.30603e-07, 0.00161501, 1.54281e-06 
3.60653e-07, 0.00109921, 3.04552e-06 
3.90708e-07, 0.00104638, 2.71492e-06 
