1.16112e-05, 0.00128756, 1.20219e-05 
8.38527e-06, 0.00114759, 1.49272e-05 
8.19501e-06, 0.00144619, 1.15011e-05 
1.44363e-05, 0.00204432, 1.79828e-05 
6.8525e-06, 0.00100455, 1.09199e-05 
6.78232e-06, 0.00195601, 1.10501e-05 
1.15209e-05, 0.00152357, 1.61093e-05 
6.6521e-06, 0.00145726, 1.02486e-05 
6.55194e-06, 0.000962745, 1.2082e-05 
1.15209e-05, 0.00160952, 1.31038e-05 
6.80237e-06, 0.00126146, 1.08197e-05 
6.80099e-06, 0.0014222, 1.33215e-05 
8.41531e-06, 0.00118573, 1.46066e-05 
6.81236e-06, 0.00111087, 1.104e-05 
8.52552e-06, 0.000949318, 3.24691e-05 
6.94266e-06, 0.00100151, 1.04991e-05 
6.91258e-06, 0.000951101, 1.08598e-05 
1.16312e-05, 0.00196823, 1.03388e-05 
1.1531e-05, 0.00126585, 1.08498e-05 
8.71582e-06, 0.0012869, 1.29535e-05 
