0.691971,0.003347,0.299344,0.000275,0.261302,0.017318,0.024525
0.700544,0.001655,0.185701,0.000267,0.028712,0.012110,0.022890
0.794973,0.002189,0.267172,0.000284,0.134510,0.030851,0.175833
0.805965,0.001686,0.308430,0.000271,0.065488,0.020114,0.024861
0.775492,0.016674,0.320637,0.000270,0.337982,0.010162,0.391137
0.778542,0.014828,0.381645,0.000285,0.104919,0.045181,0.392315
0.731208,0.002221,0.303345,0.000271,0.140244,0.014283,0.386515
0.730308,0.001674,0.291525,0.000274,0.051676,0.016836,0.162206
0.739508,0.001891,0.241458,0.000282,0.411659,0.011738,0.026056
0.727114,0.001794,0.374739,0.000281,0.215750,0.016712,0.027057
