0.688318,0.001609,0.167335,0.000267,0.117662,0.034459,0.236779
0.679714,0.003829,0.240839,0.000266,0.150336,0.015231,0.152632
0.701263,0.002882,0.385184,0.000265,0.137974,0.010823,0.173555
0.681104,0.001653,0.290289,0.000268,0.230215,0.019649,0.022780
0.719324,0.001403,0.208512,0.000277,0.051634,0.027313,0.181670
0.749383,0.001534,0.291987,0.000276,0.136766,0.009967,0.023245
0.727357,0.001422,0.130688,0.000266,0.189822,0.026248,0.037483
0.730967,0.003141,0.203459,0.000268,0.171026,0.028414,0.162932
0.733969,0.001846,0.112259,0.000281,0.345405,0.046102,0.023794
0.748525,0.001838,0.300942,0.000267,0.124893,0.013647,0.023893
