0.705848,0.001671,0.091692,0.000272,0.100810,0.004143,0.024340
0.713434,0.001539,0.098296,0.000316,0.089548,0.019185,0.206785
0.731512,0.001666,0.126712,0.000279,0.169395,0.024815,0.133035
0.712654,0.001447,0.171333,0.000264,0.112214,0.020305,0.023625
0.725888,0.001517,0.146755,0.000276,0.090988,0.015750,0.023018
0.716588,0.003407,0.066950,0.000262,0.015569,0.007308,0.031028
0.740439,0.001431,0.076051,0.000294,0.034537,0.008821,0.023373
0.727414,0.001346,0.145868,0.000271,0.134006,0.029903,0.023588
0.732074,0.003007,0.102868,0.000281,0.153780,0.021334,0.234406
0.716857,0.001244,0.117322,0.000282,0.155733,0.022334,0.183079
