0.721938,0.002819,0.251319,0.000267,0.156191,0.020147,0.025404
0.856564,0.003581,0.314721,0.000283,0.050623,0.024846,0.067051
0.697196,0.002386,0.467471,0.000271,0.063116,0.017716,0.293256
0.699723,0.002524,0.250053,0.000271,0.480123,0.007467,0.315214
0.801918,0.002213,0.293542,0.000288,0.393916,0.029300,0.282806
0.732412,0.001447,0.634149,0.000277,0.077822,0.033256,0.094185
0.724543,0.001938,0.328731,0.000273,0.105799,0.018650,0.144085
0.728646,0.003097,0.315971,0.000274,0.440346,0.010078,0.173964
0.742755,0.002188,0.532614,0.000265,0.235444,0.046659,0.023891
0.795968,0.001485,0.336909,0.000265,0.111026,0.031248,0.023213
