0.673888,0.002801,0.024038,0.000308,0.015523,0.000934,0.023766
0.679771,0.001128,0.024600,0.000294,0.015485,0.001420,0.022848
0.697157,0.001130,0.027128,0.000276,0.016734,0.001302,0.023053
0.674218,0.002790,0.024513,0.000302,0.015508,0.001158,0.427296
0.675791,0.002632,0.023816,0.000306,0.015513,0.001359,0.428433
0.671874,0.002307,0.023414,0.000271,0.015506,0.000789,0.391436
0.718305,0.002765,0.027852,0.000345,0.015769,0.001121,0.422366
0.717876,0.002982,0.028832,0.000329,0.015727,0.000758,0.421080
0.687794,0.001204,0.022575,0.000276,0.015624,0.001058,0.364377
0.669973,0.002114,0.026787,0.000299,0.017201,0.000799,0.409377
