1.81856:3.1417760000 1.32832:3.1415103200 0.295053:3.1415926536
1.82668:3.1417760000 1.32491:3.1415103200 0.294343:3.1415926536
1.82899:3.1417760000 1.32315:3.1415103200 0.29472:3.1415926536
1.82696:3.1417760000 1.32289:3.1415103200 0.294729:3.1415926536
1.82796:3.1417760000 1.32195:3.1415103200 0.29524:3.1415926536
1.82872:3.1417760000 1.32125:3.1415103200 0.295632:3.1415926536
1.82946:3.1417760000 1.32153:3.1415103200 0.29569:3.1415926536
1.82958:3.1417760000 1.3215:3.1415103200 0.295657:3.1415926536
1.8453:3.1417760000 1.32117:3.1415103200 0.296012:3.1415926536
1.84685:3.1417760000 1.32103:3.1415103200 0.295984:3.1415926536
1.83029:3.1417760000 1.32046:3.1415103200 0.296185:3.1415926536
1.83066:3.1417760000 1.32057:3.1415103200 0.296185:3.1415926536
1.83045:3.1417760000 1.32053:3.1415103200 0.296259:3.1415926536
1.83052:3.1417760000 1.32057:3.1415103200 0.296262:3.1415926536
1.83067:3.1417760000 1.32025:3.1415103200 0.296222:3.1415926536
1.83209:3.1417760000 1.31951:3.1415103200 0.296679:3.1415926536
1.83132:3.1417760000 1.31929:3.1415103200 0.296368:3.1415926536
1.84667:3.1417760000 1.31899:3.1415103200 0.296341:3.1415926536
1.98953:3.1417760000 1.45414:3.1415103200 0.33391:3.1415926536
1.98959:3.1417760000 1.45459:3.1415103200 0.333947:3.1415926536
