0.699672,0.016180,0.000263,0.230469,0.056886,1.548435,1.612191,0.027937
0.709565,0.016442,0.000268,0.233126,0.057442,1.548723,1.612129,0.919963
0.684833,0.017141,0.000276,0.241115,0.056132,1.551322,1.614776,1.016966
0.711677,0.016817,0.000269,0.271911,0.059080,1.545006,1.609315,0.936781
0.704780,0.016272,0.000267,0.287596,0.059967,1.544122,1.611895,0.935785
0.742648,0.018520,0.000266,0.280719,0.052362,1.548727,1.615542,0.939532
0.743599,0.016094,0.000265,0.283378,0.055996,1.549866,1.612390,0.942859
0.712798,0.016907,0.000270,0.268290,0.051640,1.544739,1.613045,1.063446
0.743350,0.016368,0.000274,0.308289,0.051958,1.552183,1.614291,0.897334
0.721638,0.016335,0.000264,0.343647,0.054355,1.547172,1.614465,0.921115
0.705069,0.015929,0.000263,0.308602,0.051804,1.543117,1.619029,1.076995
0.711120,0.015869,0.000240,0.312508,0.051770,1.541258,1.611212,1.140192
0.708861,0.016168,0.000265,0.286118,0.052657,1.550340,1.611985,1.091619
0.678612,0.022591,0.000293,0.604378,0.068105,1.563291,1.634587,0.811794
0.705247,0.018089,0.000261,0.418055,0.054652,1.545996,1.617427,0.996998
0.689399,0.016323,0.000309,0.310622,0.052822,1.540801,1.614697,0.451178
0.736944,0.016075,0.000272,0.303140,0.053030,1.548580,1.614228,0.471810
0.733740,0.017606,0.000256,0.431675,0.052192,1.548458,1.618455,0.375295
0.722104,0.025214,0.000344,0.578334,0.068118,1.557610,1.634489,0.254886
0.870986,0.026014,0.000366,0.368673,0.074026,1.982088,2.083001,0.040529
