0.700293,0.016385,0.000263,0.440072,0.068228,1.540470,1.614724,0.277149
0.702820,0.016471,0.000262,0.412991,0.067676,1.540944,1.612919,0.407377
0.707742,0.016874,0.000269,0.435120,0.070048,1.539443,1.618924,0.620523
0.736247,0.019394,0.000266,0.434717,0.072769,1.545128,1.622732,0.603338
0.733624,0.018267,0.000264,0.447230,0.074749,1.546588,1.620515,0.615158
0.733414,0.016778,0.000265,0.348228,0.067651,1.542903,1.613967,0.777078
0.722642,0.017929,0.000271,0.375649,0.068942,1.540661,1.613283,0.764382
0.702810,0.016974,0.000292,0.400958,0.067524,1.541925,1.616026,0.760398
0.718067,0.016658,0.000261,0.434804,0.067563,1.539668,1.613484,0.723540
0.710217,0.017125,0.000279,0.430766,0.070327,1.539696,1.614734,0.757949
0.722890,0.016945,0.000261,0.540892,0.069276,1.542202,1.622974,0.605011
0.752270,0.016641,0.000262,0.498056,0.069352,1.536418,1.615535,0.645792
0.718912,0.023942,0.000268,0.644202,0.072975,1.545253,1.625496,0.521068
0.753466,0.023054,0.000262,0.702700,0.073848,1.544723,1.616457,0.456530
0.694269,0.017575,0.000278,0.433630,0.071739,1.539787,1.615245,0.054913
0.690369,0.017919,0.000268,0.446885,0.067963,1.535642,1.618853,0.023324
0.711372,0.018356,0.000265,0.447921,0.075051,1.539932,1.612367,0.023117
0.735403,0.016501,0.000270,0.428271,0.074491,1.540583,1.620099,0.023763
0.701931,0.024228,0.000268,0.503187,0.076750,1.540719,1.629329,0.024168
0.865790,0.027440,0.000369,0.364954,0.094418,1.997000,2.074179,0.057810
