0.691633,0.032923,0.000267,2.632090,0.793075,1.536523,1.606983,0.032619
0.686462,0.027617,0.000270,2.896154,0.792457,1.539724,1.605516,0.023197
0.724494,0.028887,0.000277,2.660806,0.793043,1.536316,1.606272,0.023338
0.674694,0.035067,0.000454,2.808558,0.793327,1.536305,1.604900,0.022694
0.712847,0.042427,0.000283,2.786893,0.791918,1.538232,1.605864,0.023465
0.684900,0.037524,0.000404,2.895443,0.793198,1.534644,1.609866,0.022747
0.694343,0.028598,0.000283,2.919339,0.792050,1.535705,1.608290,0.022986
0.720475,0.029810,0.000272,2.941544,0.793449,1.540556,1.609878,0.022701
0.691135,0.039862,0.000306,2.981267,0.793613,1.537504,1.610206,0.022836
0.681825,0.035363,0.000342,3.043156,0.792281,1.534715,1.609114,0.023477
0.710639,0.029438,0.000265,3.121583,0.790601,1.538724,1.607166,0.022857
0.702776,0.036344,0.000280,3.140944,0.790280,1.534524,1.606676,0.022763
0.684312,0.031116,0.000286,3.209335,0.790404,1.530922,1.607773,0.023475
0.682355,0.030209,0.000275,3.246772,0.790748,1.535590,1.608779,0.022704
0.675950,0.045003,0.000267,3.557033,0.789631,1.537204,1.606460,0.022969
0.691216,0.032676,0.000310,3.327287,0.790365,1.537031,1.607342,0.023452
0.685962,0.063995,0.000280,3.864560,0.787606,1.537941,1.607763,0.022819
0.682538,0.065621,0.000282,3.913123,0.787926,1.538505,1.608421,0.023130
0.696473,0.059080,0.000266,4.288817,0.788985,1.540139,1.614513,0.023655
0.700313,0.035837,0.000273,4.401169,0.789675,1.536347,1.613518,0.023725
