0.689604,0.018737,0.000259,0.134959,0.030378,1.554323,1.615485,0.025957
0.705776,0.017472,0.000268,0.217895,0.032505,1.546414,1.611906,0.370032
0.717431,0.022912,0.000269,0.231487,0.032366,1.543921,1.611642,0.385567
0.698645,0.017860,0.000268,0.202463,0.029808,1.548061,1.615823,0.444042
0.720210,0.016435,0.000271,0.188271,0.029660,1.550247,1.617454,0.441003
0.691700,0.022770,0.000292,0.329400,0.029671,1.541396,1.623311,0.390814
0.727936,0.018347,0.000263,0.196857,0.029675,1.554932,1.616188,0.453348
0.720155,0.016982,0.000265,0.200471,0.029913,1.553656,1.614813,0.455779
0.691380,0.017130,0.000256,0.203156,0.032691,1.544461,1.617767,0.500539
0.720769,0.016540,0.000265,0.198506,0.031546,1.545715,1.616475,0.472806
0.694635,0.018694,0.000262,0.119733,0.030360,1.553478,1.620307,0.026577
0.708490,0.016352,0.000271,0.186485,0.029783,1.548541,1.614295,0.435682
0.708658,0.018172,0.000264,0.191600,0.032900,1.546766,1.618254,0.389524
0.729409,0.016554,0.000264,0.206324,0.031997,1.548716,1.619484,0.381698
0.706747,0.016629,0.000267,0.189910,0.030114,1.545582,1.617214,0.446715
0.734539,0.016471,0.000269,0.190164,0.029418,1.543389,1.612744,0.441297
0.678484,0.016103,0.000264,0.198355,0.032009,1.544080,1.611182,0.527224
0.696921,0.017519,0.000263,0.212250,0.029724,1.543349,1.613581,0.465574
0.710175,0.016555,0.000266,0.194893,0.030838,1.561363,1.614335,0.462163
0.717659,0.016663,0.000271,0.212664,0.030718,1.557021,1.612949,0.436819
