0.712760,0.016192,0.000262,0.168378,0.040096,1.537122,1.607772,0.374431
0.711012,0.019480,0.000262,0.163472,0.039905,1.538224,1.610775,0.421325
0.713148,0.021736,0.000266,0.182893,0.044320,1.543510,1.617514,0.461658
0.720591,0.016093,0.000266,0.218865,0.036851,1.545619,1.611119,0.633446
0.701786,0.023108,0.000270,0.275666,0.040699,1.540940,1.616113,0.593769
0.726819,0.016895,0.000268,0.336717,0.036887,1.547784,1.615928,0.441074
0.720801,0.022697,0.000261,0.337357,0.041039,1.534107,1.619722,0.548312
0.700443,0.016219,0.000318,0.144070,0.037516,1.539666,1.615575,0.232864
0.666499,0.015881,0.000270,0.222833,0.038649,1.544385,1.609872,0.584804
0.731704,0.017520,0.000256,0.227776,0.039307,1.536877,1.613918,0.497175
0.709647,0.017046,0.000263,0.214932,0.037703,1.538652,1.612971,0.522148
0.714540,0.016070,0.000255,0.251833,0.038848,1.553148,1.623528,0.551929
0.718287,0.024560,0.000263,0.279981,0.042112,1.542407,1.622098,0.533473
0.711523,0.022976,0.000264,0.302046,0.042003,1.538104,1.624531,0.553614
0.695885,0.023518,0.000266,0.334989,0.041058,1.534822,1.623863,0.518754
0.705291,0.022154,0.000274,0.369064,0.041971,1.544357,1.619054,0.503461
0.699319,0.022920,0.000266,0.330709,0.041449,1.538146,1.615942,0.545642
0.686403,0.023066,0.000288,0.333662,0.057076,1.557820,1.627947,0.532747
0.768943,0.022122,0.000306,0.235853,0.042270,1.712191,1.752193,0.289620
0.869515,0.027358,0.000359,0.266230,0.048403,1.988223,2.086605,0.062344
