0.690902,0.022648,0.000283,0.104577,0.026658,1.539060,1.616705,0.025310
0.715046,0.022050,0.000258,0.152190,0.027488,1.559049,1.615629,0.380867
0.689150,0.022758,0.000283,0.113843,0.027234,1.542826,1.613719,0.478333
0.682013,0.023412,0.000268,0.138654,0.026203,1.543849,1.612763,0.466303
0.715010,0.023734,0.000346,0.117858,0.026724,1.541399,1.618087,0.453760
0.703355,0.022645,0.000307,0.133048,0.025670,1.544045,1.611227,0.461101
0.680709,0.022433,0.000273,0.119333,0.026672,1.547074,1.618480,0.486916
0.680029,0.024076,0.000415,0.149260,0.026941,1.546773,1.618673,0.455944
0.680270,0.025347,0.000278,0.106636,0.027567,1.545979,1.617235,0.374436
0.723277,0.022345,0.000297,0.134450,0.025984,1.549512,1.619083,0.415237
0.714031,0.021380,0.000269,0.124939,0.026023,1.538726,1.614257,0.461710
0.683349,0.022651,0.000295,0.108463,0.026558,1.549676,1.621460,0.490416
0.691234,0.022336,0.000265,0.135131,0.026221,1.544658,1.612772,0.474781
0.692301,0.022155,0.000284,0.155180,0.026129,1.545256,1.610421,0.459745
0.686031,0.024139,0.000264,0.130686,0.026732,1.548834,1.621330,0.473683
0.691640,0.021504,0.000279,2.087247,0.024940,1.566259,1.617069,0.055528
0.690428,0.024417,0.000260,0.103390,0.026216,1.544795,1.614288,0.027084
0.683286,0.021734,0.000260,0.136659,0.026157,1.544664,1.614944,0.033045
0.712537,0.021719,0.000266,0.155944,0.026712,1.558617,1.617742,0.271453
0.748152,0.022654,0.000286,0.133468,0.025448,1.547623,1.619345,0.262787
